Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,55-64 years,0,199,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,65-74 years,0,364,11,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,75-84 years,0,546,23,0,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Vermont,Female,85 years and over,12,"1,008",50,0,0,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,All Sexes,All Ages,"3,849","60,301","3,784","1,415",118,"6,331",
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,All Ages,"1,960","30,934","2,010",789,64,"3,242",
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,Under 1 year,0,205,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,0-17 years,0,368,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,1-4 years,0,34,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,5-14 years,0,58,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,15-24 years,0,494,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,18-29 years,0,846,11,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,25-34 years,12,923,16,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,30-49 years,91,"2,529",82,41,0,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,35-44 years,35,"1,206",34,14,0,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,45-54 years,109,"2,113",103,51,0,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,50-64 years,347,"6,089",370,164,13,566,
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,55-64 years,284,"4,799",306,136,10,464,
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,65-74 years,451,"6,761",467,197,19,740,
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,75-84 years,563,"7,667",602,226,10,948,
11/18/2020,2/1/2020,11/14/2020,Virginia,Male,85 years and over,502,"6,674",476,158,13,831,
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,All Ages,"1,888","29,363","1,773",625,54,"3,088",
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,Under 1 year,0,190,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,0-17 years,0,288,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,1-4 years,0,30,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,5-14 years,0,37,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,15-24 years,0,159,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,18-29 years,0,290,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,25-34 years,0,399,11,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,30-49 years,47,"1,420",54,16,0,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,35-44 years,24,662,28,11,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,45-54 years,60,"1,325",68,22,0,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,50-64 years,189,"3,963",270,91,13,381,
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,55-64 years,146,"3,159",219,71,12,306,
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,65-74 years,337,"5,072",366,151,0,556,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,75-84 years,504,"7,420",462,169,14,809,
11/18/2020,2/1/2020,11/14/2020,Virginia,Female,85 years and over,809,"10,910",609,196,15,"1,237",
11/18/2020,2/1/2020,11/14/2020,Washington,All Sexes,All Ages,"2,232","47,058","3,453","1,146",116,"4,650",
11/18/2020,2/1/2020,11/14/2020,Washington,Male,All Ages,"1,219","24,671","1,895",659,65,"2,518",
11/18/2020,2/1/2020,11/14/2020,Washington,Male,Under 1 year,0,147,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,0-17 years,0,277,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,1-4 years,0,31,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Washington,Male,5-14 years,0,46,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,15-24 years,0,398,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,18-29 years,0,681,18,0,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,25-34 years,0,699,21,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,30-49 years,51,"1,894",78,27,0,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,35-44 years,26,922,39,11,0,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,45-54 years,57,"1,568",85,30,0,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Male,50-64 years,186,"4,524",311,108,15,403,
11/18/2020,2/1/2020,11/14/2020,Washington,Male,55-64 years,151,"3,565",256,92,12,326,
11/18/2020,2/1/2020,11/14/2020,Washington,Male,65-74 years,263,"5,511",494,142,21,636,
11/18/2020,2/1/2020,11/14/2020,Washington,Male,75-84 years,332,"5,982",494,178,10,658,
11/18/2020,2/1/2020,11/14/2020,Washington,Male,85 years and over,379,"5,802",495,198,11,687,
11/18/2020,2/1/2020,11/14/2020,Washington,Female,All Ages,"1,013","22,385","1,558",487,51,"2,132",
11/18/2020,2/1/2020,11/14/2020,Washington,Female,Under 1 year,0,123,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,0-17 years,0,199,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,1-4 years,0,18,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,5-14 years,0,38,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,15-24 years,0,124,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,18-29 years,0,217,10,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,25-34 years,0,268,11,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,30-49 years,23,"1,020",45,16,0,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,35-44 years,11,493,16,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,45-54 years,30,"1,001",70,18,0,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,50-64 years,92,"2,935",228,50,0,278,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,55-64 years,73,"2,306",182,41,0,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Washington,Female,65-74 years,192,"4,037",308,109,10,401,
11/18/2020,2/1/2020,11/14/2020,Washington,Female,75-84 years,261,"5,290",388,139,18,526,
11/18/2020,2/1/2020,11/14/2020,Washington,Female,85 years and over,443,"8,687",576,172,0,855,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,All Sexes,All Ages,427,"16,664","1,214",166,60,"1,535",
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,All Ages,202,"8,906",644,92,33,787,
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,Under 1 year,0,51,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,0-17 years,0,86,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,5-14 years,0,17,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,15-24 years,0,93,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,18-29 years,0,197,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,25-34 years,0,268,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,30-49 years,0,834,28,0,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,35-44 years,0,417,15,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,45-54 years,0,642,23,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,50-64 years,18,"1,841",100,0,0,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,55-64 years,13,"1,462",89,0,0,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,65-74 years,58,"2,156",172,29,0,208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,75-84 years,74,"2,235",204,38,0,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Male,85 years and over,51,"1,557",135,17,0,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,All Ages,224,"7,753",570,74,27,747,
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,Under 1 year,0,24,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,0-17 years,0,49,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,West Virginia,Female,15-24 years,0,30,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
